word_id,transcript_word,aligned_word,start_sec,end_sec,is_unk,has_timing,duration_sec,n_tokens,has_tokens,emb_l2norm_lastlayer
0,I,i,15.089999,15.169999,False,True,0.08000000000000007,1,True,27.08843
1,began,began,15.17,15.51,False,True,0.33999999999999986,1,True,28.042336
2,my,my,15.509999,15.699999,False,True,0.1899999999999995,1,True,26.844215
3,illustrious,<unk>,15.71,16.310000000000002,True,True,0.6000000000000014,1,True,29.847715
4,career,career,16.33,16.939999999999998,False,True,0.6099999999999994,1,True,30.333612
5,in,in,17.08,17.209999999999997,False,True,0.129999999999999,1,True,25.519423
6,journalism,journalism,17.209999,17.929999,False,True,0.7199999999999989,1,True,32.94064
7,in,in,18.469999,18.589999,False,True,0.11999999999999744,1,True,25.788914
8,the,the,18.59,18.68,False,True,0.08999999999999986,1,True,27.875916
9,Bronx,bronx,18.68,19.24,False,True,0.5599999999999987,1,True,35.112083
10,where,where,19.24,19.39,False,True,0.15000000000000213,1,True,28.506998
11,I,i,19.39,19.5,False,True,0.10999999999999943,1,True,36.286358
12,toiled,<unk>,19.5,20.09,True,True,0.5899999999999999,2,True,28.444948
13,as,as,20.36,20.49,False,True,0.129999999999999,1,True,34.29634
14,a,a,20.49,20.540000000000003,False,True,0.05000000000000426,1,True,36.45955
15,hard,hard,20.54,20.89,False,True,0.3500000000000014,1,True,37.215683
16,boiled,boiled,20.89,21.14,False,True,0.25,1,True,38.741943
17,reporter,reporter,21.14,21.91,False,True,0.7699999999999996,1,True,35.4925
18,for,for,22.09,22.24,False,True,0.14999999999999858,1,True,33.95375
19,the,the,22.24,22.360000000000003,False,True,0.12000000000000455,1,True,32.482723
20,Ram,ram,22.36,22.77,False,True,0.41000000000000014,1,True,43.144474
21,the,the,23.93,24.1,False,True,0.1700000000000017,1,True,41.279243
22,student,student,24.1,24.62,False,True,0.5199999999999996,1,True,36.305836
23,newspaper,newspaper,24.63,25.27,False,True,0.6400000000000006,1,True,33.491867
24,at,at,25.27,25.39,False,True,0.120000000000001,1,True,37.614235
25,Fordham,fordham,25.39,25.69,False,True,0.3000000000000007,2,True,34.507854
26,University,university,25.69,26.41,False,True,0.7199999999999989,1,True,35.391598
27,And,and,27.07,27.2,False,True,0.129999999999999,1,True,30.904932
28,one,one,27.2,27.33,False,True,0.129999999999999,1,True,31.964016
29,day,day,27.33,27.49,False,True,0.16000000000000014,1,True,31.815323
30,I’m,i'm,27.49,27.590000000000003,False,True,0.10000000000000497,4,True,24.938307
31,walking,walking,27.59,27.87,False,True,0.28000000000000114,1,True,32.749146
32,toward,toward,27.87,28.05,False,True,0.17999999999999972,1,True,33.544197
33,the,the,28.05,28.12,False,True,0.07000000000000028,1,True,31.42583
34,campus,campus,28.12,28.43,False,True,0.3099999999999987,1,True,36.717655
35,center,center,28.429999,28.769999,False,True,0.33999999999999986,1,True,34.095085
36,and,and,28.96,29.130000000000003,False,True,0.1700000000000017,1,True,33.892334
37,out,out,29.139999,29.329999,False,True,0.19000000000000128,1,True,39.171696
38,comes,comes,29.33,29.55,False,True,0.22000000000000242,1,True,30.762836
39,the,the,29.58,29.69,False,True,0.11000000000000298,1,True,30.422455
40,elusive,elusive,29.69,30.38,False,True,0.6899999999999977,1,True,29.48071
41,Dean,dean,30.61,31.0,False,True,0.39000000000000057,1,True,36.59783
42,McGowan,<unk>,31.0,31.66,True,True,0.6600000000000001,2,True,26.52234
43,architect,architect,32.299999,32.819999,False,True,0.5200000000000031,1,True,33.067947
44,of,of,32.82,32.910000000000004,False,True,0.09000000000000341,1,True,30.765963
45,a,a,32.91,33.0,False,True,0.09000000000000341,1,True,31.816824
46,policy,policy,33.009999,33.769999,False,True,0.759999999999998,1,True,33.57441
47,to,to,34.07,34.21,False,True,0.14000000000000057,1,True,32.053486
48,replace,replace,34.209999,34.729999,False,True,0.519999999999996,1,True,29.529737
49,Fordham’s,<unk>,34.730000000000004,35.190000000000005,True,True,0.46000000000000085,5,True,21.841585
50,traditionally,traditionally,35.199999,36.009999,False,True,0.8100000000000023,1,True,32.953075
51,working,working,36.41,37.04,False,True,0.6300000000000026,1,True,35.738728
52,to,to,37.09,37.150000000000006,False,True,0.060000000000002274,1,True,32.99524
53,middle,middle,37.16,37.36,False,True,0.20000000000000284,1,True,34.358704
54,class,class,37.369999,37.669999,False,True,0.29999999999999716,1,True,33.874104
55,students,students,37.67,38.28,False,True,0.6099999999999994,1,True,29.561216
56,with,with,38.74,39.120000000000005,False,True,0.38000000000000256,1,True,32.09146
57,wealthier,wealthier,39.23,39.85,False,True,0.6200000000000045,1,True,33.416492
58,more,more,39.85,40.04,False,True,0.18999999999999773,1,True,37.54161
59,prestigious,prestigious,40.04,40.68,False,True,0.6400000000000006,1,True,32.59942
60,ones,ones,40.68,41.26,False,True,0.5799999999999983,1,True,28.230227
61,So,so,42.21,42.38,False,True,0.1700000000000017,1,True,30.398275
62,I,i,42.38,42.46,False,True,0.0799999999999983,1,True,33.774323
63,whip,whip,42.46,42.65,False,True,0.18999999999999773,1,True,35.078392
64,out,out,42.65,42.76,False,True,0.10999999999999943,1,True,32.030945
65,my,my,42.76,42.88,False,True,0.12000000000000455,1,True,33.086952
66,notebook,notebook,42.88,43.2,False,True,0.3200000000000003,1,True,33.130524
67,and,and,43.2,43.3,False,True,0.09999999999999432,1,True,32.887035
68,I,i,43.3,43.37,False,True,0.07000000000000028,1,True,34.29239
69,go,go,43.37,43.5,False,True,0.13000000000000256,1,True,35.74194
70,up,up,43.5,43.61,False,True,0.10999999999999943,1,True,36.92622
71,to,to,43.61,43.72,False,True,0.10999999999999943,1,True,31.07917
72,him,him,43.72,43.82,False,True,0.10000000000000142,1,True,33.145596
73,and,and,43.82,43.93,False,True,0.10999999999999943,1,True,33.969254
74,I,i,43.93,44.01,False,True,0.0799999999999983,1,True,34.935028
75,say,say,44.01,44.18,False,True,0.1700000000000017,1,True,32.196663
76,Dean,dean,44.179999,44.539999,False,True,0.35999999999999943,1,True,30.784117
77,McGowan,<unk>,44.54,44.97,True,True,0.4299999999999997,2,True,25.051544
78,is,is,45.42,45.57,False,True,0.14999999999999858,1,True,33.36524
79,it,it,45.57,45.7,False,True,0.13000000000000256,1,True,34.41968
80,true,true,45.719999,46.099999,False,True,0.37999999999999545,1,True,32.71141
81,that,that,46.099999,46.249999,False,True,0.15000000000000568,1,True,30.737715
82,Fordham,fordham,46.25,46.52,False,True,0.2700000000000031,2,True,27.974714
83,University,university,46.52,47.02,False,True,0.5,1,True,31.377964
84,plans,plans,47.02,47.29,False,True,0.269999999999996,1,True,32.884766
85,to,to,47.29,47.41,False,True,0.11999999999999744,1,True,35.33357
86,raise,raise,47.41,47.72,False,True,0.3100000000000023,1,True,35.329918
87,tuition,tuition,47.719999,48.129999,False,True,0.4099999999999966,1,True,35.153908
88,substantially,substantially,48.13,48.86,False,True,0.7299999999999969,1,True,33.710506
89,above,above,48.86,49.06,False,True,0.20000000000000284,1,True,37.814247
90,the,the,49.07,49.17,False,True,0.10000000000000142,1,True,36.535564
91,inflation,inflation,49.17,49.67,False,True,0.5,1,True,33.20789
92,rate,rate,49.67,49.9,False,True,0.22999999999999687,1,True,32.280163
93,and,and,50.059999,50.199999,False,True,0.14000000000000057,1,True,33.38257
94,if,if,50.2,50.34,False,True,0.14000000000000057,1,True,34.018715
95,so,so,50.34,50.92,False,True,0.5799999999999983,1,True,32.69169
96,wouldn’t,wouldn't,51.16,51.41,False,True,0.25,4,True,27.02638
97,that,that,51.41,51.54,False,True,0.13000000000000256,1,True,33.844864
98,be,be,51.54,51.64,False,True,0.10000000000000142,1,True,36.4842
99,a,a,51.639999,51.689999,False,True,0.04999999999999716,1,True,37.486664
100,betrayal,betrayal,51.69,52.23,False,True,0.5399999999999991,1,True,32.82829
101,of,of,52.23,52.31,False,True,0.0800000000000054,1,True,33.18593
102,its,its,52.309999000000005,52.449999000000005,False,True,0.14000000000000057,1,True,36.36126
103,mission,mission,52.459999,52.979999,False,True,0.519999999999996,1,True,34.518814
104,And,and,54.719999,54.839999,False,True,0.11999999999999744,1,True,31.431562
105,he,he,54.84,54.95,False,True,0.10999999999999943,1,True,34.583824
106,stops,stops,54.95,55.510000000000005,False,True,0.5600000000000023,1,True,37.920143
107,and,and,55.52,55.63,False,True,0.10999999999999943,1,True,35.816044
108,looks,looks,55.63,55.8,False,True,0.1699999999999946,1,True,37.729763
109,at,at,55.8,55.92,False,True,0.12000000000000455,1,True,30.606667
110,me,me,55.92,56.56,False,True,0.6400000000000006,1,True,36.96265
111,and,and,57.1,57.22,False,True,0.11999999999999744,1,True,35.13576
112,he,he,57.22,57.32,False,True,0.10000000000000142,1,True,34.705166
113,says,says,57.32,57.9,False,True,0.5799999999999983,1,True,32.08636
114,Listen,listen,58.66,58.91,False,True,0.25,1,True,34.306854
115,up,up,58.91,59.05,False,True,0.14000000000000057,1,True,34.18307
116,punk,punk,59.06,59.6,False,True,0.5399999999999991,1,True,37.279644
117,And,and,59.82,60.0,False,True,0.17999999999999972,1,True,33.3296
118,right,right,60.0,60.26,False,True,0.259999999999998,1,True,35.57729
119,then,then,60.26,60.54,False,True,0.28000000000000114,1,True,31.172337
120,there’s,there's,60.55,60.78,False,True,0.23000000000000398,4,True,27.045855
121,a,a,60.78,60.88,False,True,0.10000000000000142,1,True,35.226906
122,blur,blur,60.9,61.58,False,True,0.6799999999999997,1,True,36.669266
123,in,in,61.82,61.93,False,True,0.10999999999999943,1,True,34.07501
124,the,the,61.93,62.03,False,True,0.10000000000000142,1,True,34.854034
125,corner,corner,62.03,62.26,False,True,0.22999999999999687,1,True,34.346107
126,of,of,62.26,62.33,False,True,0.07000000000000028,1,True,32.863033
127,my,my,62.33,62.5,False,True,0.1700000000000017,1,True,31.90959
128,eye,eye,62.5,62.63,False,True,0.13000000000000256,1,True,31.447912
129,which,which,62.63,62.8,False,True,0.1699999999999946,1,True,34.06235
130,becomes,becomes,62.8,63.23,False,True,0.4299999999999997,1,True,34.72579
131,this,this,63.24,63.52,False,True,0.28000000000000114,1,True,28.736727
132,figure,figure,63.53,64.29,False,True,0.7600000000000051,1,True,35.151394
133,holding,holding,64.559999,64.98999900000001,False,True,0.4300000000000068,1,True,34.26712
134,a,a,64.99,65.03999999999999,False,True,0.04999999999999716,1,True,32.819515
135,cream,cream,65.03999999999999,65.35999999999999,False,True,0.3199999999999932,1,True,38.599014
136,pie,pie,65.36,65.69,False,True,0.3299999999999983,1,True,36.1097
137,which,which,65.7,65.9,False,True,0.20000000000000284,1,True,31.431505
138,becomes,becomes,65.91,66.28,False,True,0.37000000000000455,1,True,31.230762
139,the,the,66.309999,66.42999900000001,False,True,0.12000000000000455,1,True,29.982515
140,guy,guy,66.429999,67.079999,False,True,0.6500000000000057,1,True,32.99105
141,standing,standing,67.299999,67.879999,False,True,0.5799999999999983,1,True,33.818092
142,next,next,67.88,68.14,False,True,0.2600000000000051,1,True,34.157963
143,to,to,68.15,68.27000000000001,False,True,0.12000000000000455,1,True,28.77536
144,me,me,68.27,68.64,False,True,0.37000000000000455,1,True,31.819584
145,mashing,<unk>,69.03999999999999,69.66,True,True,0.6200000000000045,2,True,27.860939
146,a,a,69.67,69.74,False,True,0.06999999999999318,1,True,35.642345
147,cream,cream,69.74,70.11,False,True,0.37000000000000455,1,True,32.707207
148,pie,pie,70.109999,70.529999,False,True,0.4200000000000017,1,True,33.970848
149,into,into,70.559999,70.75999900000001,False,True,0.20000000000000284,1,True,32.291084
150,Dean,dean,70.76,71.03,False,True,0.269999999999996,1,True,27.154842
151,McGowan’s,<unk>,71.029999,71.469999,True,True,0.4399999999999977,5,True,23.213503
152,face,face,71.48,72.14,False,True,0.6599999999999966,1,True,30.246311
153,And,and,73.6,73.76,False,True,0.1600000000000108,1,True,31.6996
154,then,then,73.93,74.28,False,True,0.3499999999999943,1,True,30.88515
155,runs,runs,74.28,74.5,False,True,0.21999999999999886,1,True,33.386536
156,away,away,74.5,74.91,False,True,0.4099999999999966,1,True,34.667202
157,And,and,77.48,77.66000000000001,False,True,0.18000000000000682,1,True,31.523752
158,the,the,77.66,77.74,False,True,0.0799999999999983,1,True,30.20366
159,Dean,dean,77.74,78.08,False,True,0.3400000000000034,1,True,32.12406
160,is,is,78.86,79.2,False,True,0.3400000000000034,1,True,34.492393
161,covered,covered,79.2,79.53,False,True,0.3299999999999983,1,True,35.41999
162,with,with,79.53,79.68,False,True,0.15000000000000568,1,True,32.37168
163,cream,cream,79.68,80.09,False,True,0.4099999999999966,1,True,32.78872
164,So,so,82.3,82.49,False,True,0.18999999999999773,1,True,31.595924
165,I,i,82.49,82.55999999999999,False,True,0.06999999999999318,1,True,35.28733
166,give,give,82.559999,82.70999900000001,False,True,0.15000000000000568,1,True,34.568527
167,him,him,82.71000000000001,82.81,False,True,0.09999999999999432,1,True,35.741657
168,a,a,82.809999,82.869999,False,True,0.060000000000002274,1,True,37.656567
169,moment,moment,82.87,83.42,False,True,0.5499999999999972,1,True,35.23383
170,and,and,85.63,85.72999999999999,False,True,0.09999999999999432,1,True,32.69178
171,then,then,85.73,85.8,False,True,0.06999999999999318,1,True,32.89318
172,I,i,85.799999,85.859999,False,True,0.060000000000002274,1,True,35.42909
173,say,say,85.86,86.01,False,True,0.15000000000000568,1,True,31.579153
174,Dean,dean,86.009999,86.269999,False,True,0.2600000000000051,1,True,28.77437
175,McGowan,<unk>,86.27,86.7,True,True,0.4300000000000068,2,True,26.33859
176,would,would,86.85000000000001,86.88000000000001,False,True,0.030000000000001137,1,True,34.682858
177,you,you,86.88000000000001,86.92,False,True,0.03999999999999204,1,True,37.99614
178,care,care,86.92,87.11,False,True,0.18999999999999773,1,True,36.856476
179,to,to,87.11,87.2,False,True,0.09000000000000341,1,True,36.26785
180,comment,comment,87.2,87.47,False,True,0.269999999999996,1,True,34.500454
181,on,on,87.7,87.79,False,True,0.09000000000000341,1,True,31.700182
182,this,this,87.78999999999999,87.94999999999999,False,True,0.1599999999999966,1,True,33.81709
183,latest,latest,87.95,88.24000000000001,False,True,0.29000000000000625,1,True,34.247044
184,attack,attack,88.24,88.61,False,True,0.37000000000000455,1,True,33.585865
185,And,and,88.61,88.64,False,True,0.030000000000001137,1,True,31.160975
186,the,the,91.98,92.04,False,True,0.060000000000002274,1,True,28.476133
187,Dean,dean,92.04,92.25,False,True,0.20999999999999375,1,True,33.07618
188,says,says,92.25,92.48,False,True,0.23000000000000398,1,True,31.169876
189,Yes,yes,92.48,93.16,False,True,0.6799999999999926,1,True,33.350426
190,I,i,93.57,93.66,False,True,0.09000000000000341,1,True,34.353706
191,would,would,93.66,93.8,False,True,0.14000000000000057,1,True,35.575634
192,care,care,93.8,93.96,False,True,0.1599999999999966,1,True,36.021408
193,to,to,93.96,94.05,False,True,0.09000000000000341,1,True,32.690907
194,comment,comment,94.05,94.53,False,True,0.480000000000004,1,True,32.748283
195,Fuck,fuck,95.15,95.68,False,True,0.5300000000000011,1,True,35.859943
196,you,you,95.73,96.13,False,True,0.3999999999999915,1,True,32.184143
197,So,so,98.13,98.38,False,True,0.25,1,True,31.561617
198,I,i,98.38,98.48,False,True,0.10000000000000853,1,True,34.531445
199,race,race,98.48,98.77,False,True,0.28999999999999204,1,True,33.551388
200,back,back,98.77,98.94,False,True,0.1700000000000017,1,True,34.634933
201,to,to,98.94,99.04,False,True,0.10000000000000853,1,True,32.2943
202,the,the,99.04,99.14,False,True,0.09999999999999432,1,True,32.419876
203,newsroom,newsroom,99.139999,99.569999,False,True,0.4299999999999926,2,True,29.096798
204,with,with,99.57,99.74,False,True,0.1700000000000017,1,True,31.694635
205,my,my,99.74,99.89,False,True,0.15000000000000568,1,True,31.958826
206,scoop,scoop,99.9,100.47,False,True,0.5699999999999932,1,True,31.541965
207,and,and,101.32,101.45,False,True,0.13000000000000966,1,True,31.919554
208,I,i,101.45,101.52,False,True,0.06999999999999318,1,True,35.86479
209,find,find,101.52,101.72,False,True,0.20000000000000284,1,True,29.859066
210,the,the,101.719999,101.839999,False,True,0.12000000000000455,1,True,30.42551
211,editor,editor,101.84,102.33,False,True,0.4899999999999949,1,True,34.05097
212,Jim,jim,102.55,102.82,False,True,0.269999999999996,1,True,34.384415
213,Dwyer,<unk>,102.82,103.15,True,True,0.3300000000000125,2,True,25.748693
214,who’s,who's,103.16,103.32,False,True,0.1599999999999966,4,True,26.003565
215,a,a,103.32,103.4,False,True,0.0800000000000125,1,True,33.338608
216,senior,senior,103.4,103.93,False,True,0.5300000000000011,1,True,35.603226
217,and,and,104.45,104.65,False,True,0.20000000000000284,1,True,32.723793
218,he,he,104.65,104.77,False,True,0.11999999999999034,1,True,32.450382
219,will,will,104.77,104.91,False,True,0.14000000000000057,1,True,35.269863
220,go,go,104.91,105.06,False,True,0.15000000000000568,1,True,34.717438
221,on,on,105.059999,105.239999,False,True,0.1799999999999926,1,True,36.57695
222,to,to,105.24,105.36,False,True,0.12000000000000455,1,True,34.15265
223,win,win,105.36,105.48,False,True,0.12000000000000455,1,True,37.29318
224,a,a,105.48,105.53,False,True,0.04999999999999716,1,True,38.98246
225,Pulitzer,pulitzer,105.53,105.82,False,True,0.28999999999999204,1,True,36.36933
226,Prize,prize,105.82,106.24,False,True,0.4200000000000017,1,True,33.389668
227,that,that,106.25,106.44,False,True,0.18999999999999773,1,True,33.86392
228,is,is,106.440001,106.590001,False,True,0.15000000000000568,1,True,34.497803
229,true,true,106.59,106.93,False,True,0.3400000000000034,1,True,31.689045
230,and,and,108.119999,108.249999,False,True,0.12999999999999545,1,True,31.396
231,he’s,he's,108.25,108.36,False,True,0.10999999999999943,4,True,25.68392
232,a,a,108.359999,108.429999,False,True,0.06999999999999318,1,True,33.428196
233,big,big,108.46,108.76,False,True,0.30000000000001137,1,True,35.905693
234,guy,guy,108.77,109.18,False,True,0.4100000000000108,1,True,34.40375
235,I,i,109.21,109.33,False,True,0.12000000000000455,1,True,35.257065
236,pitch,pitch,109.369999,109.559999,False,True,0.18999999999999773,1,True,34.317245
237,him,him,109.55,109.65,False,True,0.10000000000000853,1,True,34.334637
238,my,my,109.65,109.79,False,True,0.14000000000000057,1,True,31.075972
239,story,story,109.79,110.15,False,True,0.35999999999999943,1,True,32.775757
240,I,i,110.15,110.22,False,True,0.06999999999999318,1,True,35.445713
241,tell,tell,110.22,110.44,False,True,0.21999999999999886,1,True,32.44771
242,him,him,110.44,110.54,False,True,0.10000000000000853,1,True,32.270428
243,what,what,110.54,110.68,False,True,0.14000000000000057,1,True,34.164894
244,I’ve,i've,110.68,110.81,False,True,0.12999999999999545,4,True,28.77277
245,seen,seen,110.81,111.3,False,True,0.4899999999999949,1,True,34.97321
246,and,and,111.83,111.99,False,True,0.1599999999999966,1,True,34.992626
247,he,he,111.99,112.11,False,True,0.12000000000000455,1,True,33.440086
248,says,says,112.12,112.5,False,True,0.37999999999999545,1,True,31.430784
249,Dean,dean,113.36,113.58,False,True,0.21999999999999886,1,True,28.960218
250,McGowan,<unk>,113.58,114.15,True,True,0.5700000000000074,2,True,25.671965
251,that,that,115.14,115.27,False,True,0.12999999999999545,1,True,32.7696
252,guy’s,guy's,115.27,115.45,False,True,0.18000000000000682,4,True,26.396124
253,a,a,115.45,115.53,False,True,0.0799999999999983,1,True,35.39176
254,dick,dick,115.6,115.96,False,True,0.35999999999999943,1,True,34.795807
255,Write,write,116.05,116.3,False,True,0.25,1,True,36.736767
256,it,it,116.3,116.42,False,True,0.12000000000000455,1,True,36.90893
257,up,up,116.42,116.75,False,True,0.3299999999999983,1,True,34.783463
258,So,so,118.04,118.21,False,True,0.1699999999999875,1,True,32.441105
259,I’m,i'm,118.21,118.34,False,True,0.13000000000000966,4,True,26.643198
260,banging,banging,118.349999,118.659999,False,True,0.3100000000000023,1,True,37.096176
261,out,out,118.66,118.76,False,True,0.10000000000000853,1,True,34.48028
262,my,my,118.76,118.87,False,True,0.10999999999999943,1,True,32.048615
263,story,story,118.87,119.22,False,True,0.3499999999999943,1,True,33.52841
264,and,and,119.219999,119.319999,False,True,0.09999999999999432,1,True,32.98123
265,I,i,119.32,119.39,False,True,0.07000000000000739,1,True,34.933735
266,know,know,119.389999,119.649999,False,True,0.2599999999999909,1,True,32.86126
267,it’s,it's,119.65,119.84,False,True,0.18999999999999773,4,True,26.876701
268,good,good,119.84,120.15,False,True,0.3100000000000023,1,True,33.865826
269,and,and,120.55,120.68,False,True,0.13000000000000966,1,True,33.517296
270,then,then,120.679999,120.789999,False,True,0.10999999999999943,1,True,32.358013
271,I,i,120.79,120.86,False,True,0.06999999999999318,1,True,35.254982
272,start,start,120.87,121.32,False,True,0.44999999999998863,1,True,34.729313
273,to,to,121.4,121.52,False,True,0.11999999999999034,1,True,38.625397
274,make,make,121.52,121.79,False,True,0.27000000000001023,1,True,36.646297
275,it,it,121.79,121.96,False,True,0.1699999999999875,1,True,36.492783
276,better,better,122.839999,123.289999,False,True,0.44999999999998863,1,True,32.77204
277,by,by,126.109999,126.279999,False,True,0.1700000000000017,1,True,31.14275
278,adding,adding,126.31,126.55,False,True,0.23999999999999488,1,True,33.770374
279,an,an,126.55,126.67,False,True,0.12000000000000455,1,True,35.58703
280,element,element,126.68,127.28,False,True,0.5999999999999943,1,True,34.805763
281,of,of,127.4,127.55,False,True,0.14999999999999147,1,True,33.014458
282,embellishment,embellishment,127.55,128.09,False,True,0.5400000000000063,2,True,24.768353
283,Reporters,reporters,129.24,129.84,False,True,0.5999999999999943,2,True,26.594328
284,call,call,129.84,130.16,False,True,0.3199999999999932,1,True,34.051365
285,this,this,130.16,130.77,False,True,0.6100000000000136,1,True,32.22796
286,making,making,131.27,131.78,False,True,0.5099999999999909,1,True,35.49774
287,shit,shit,131.78,132.11,False,True,0.3300000000000125,1,True,40.217484
288,up,up,132.11,132.47000000000003,False,True,0.36000000000001364,1,True,30.442316
289,And,and,135.5,135.69,False,True,0.18999999999999773,1,True,30.48147
290,they,they,135.69,135.81,False,True,0.12000000000000455,1,True,34.708168
291,recommend,recommend,135.809999,136.57999900000002,False,True,0.7700000000000102,1,True,33.235878
292,against,against,136.67,137.33999999999995,False,True,0.6699999999999591,1,True,32.528538
293,crossing,crossing,137.34,137.77,False,True,0.4300000000000068,1,True,38.180122
294,that,that,137.77,137.96,False,True,0.18999999999999773,1,True,37.968616
295,line,line,137.96,138.35,False,True,0.38999999999998636,1,True,33.187153
296,But,but,139.95,140.22,False,True,0.27000000000001023,1,True,31.71565
297,I,i,140.219999,140.319999,False,True,0.09999999999999432,1,True,36.28959
298,had,had,140.33,140.51000000000002,False,True,0.18000000000000682,1,True,33.88316
299,just,just,140.509999,140.669999,False,True,0.1599999999999966,1,True,34.769325
300,seen,seen,140.67,141.13,False,True,0.46000000000000796,1,True,30.179441
301,the,the,141.45,141.64,False,True,0.18999999999999773,1,True,30.769718
302,line,line,141.639999,142.049999,False,True,0.410000000000025,1,True,37.105495
303,crossed,crossed,142.09,142.62,False,True,0.5300000000000011,1,True,33.614994
304,between,between,142.639999,143.069999,False,True,0.4300000000000068,1,True,30.375141
305,a,a,143.119999,143.189999,False,True,0.06999999999999318,1,True,32.5561
306,high,high,143.190001,143.39000099999998,False,True,0.19999999999998863,1,True,38.38362
307,powered,powered,143.389999,143.699999,False,True,0.3100000000000023,1,True,32.181877
308,dean,dean,143.709999,144.189999,False,True,0.47999999999998977,1,True,33.784748
309,and,and,144.57,144.70999999999998,False,True,0.13999999999998636,1,True,30.299608
310,assault,assault,144.72,145.03,False,True,0.3100000000000023,1,True,36.19194
311,with,with,145.03,145.15,False,True,0.12000000000000455,1,True,36.06201
312,a,a,145.15,145.19,False,True,0.03999999999999204,1,True,38.402485
313,pastry,pastry,145.19,145.84,False,True,0.6500000000000057,1,True,35.22219
314,and,and,146.85,146.98,False,True,0.12999999999999545,1,True,30.950775
315,I,i,146.98,147.06,False,True,0.0800000000000125,1,True,35.701023
316,kind,kind,147.06,147.26,False,True,0.19999999999998863,1,True,38.457504
317,of,of,147.26,147.39,False,True,0.12999999999999545,1,True,37.32912
318,liked,liked,147.39,147.64999999999998,False,True,0.2599999999999909,1,True,35.54334
319,it,it,147.65,147.86,False,True,0.21000000000000796,1,True,33.23482
